Chip Run Info,Z:\Projects\Reprogramming\Fluidigm Projects\BioMark Data\BioMark Data\BJ Monocistronic\Combined Chip Run BJ Monocistronic\ChipRun.bml,Combined Chip Run,96.96 (136x),GE 96x96 Fast v2,ROX,FAM-MGB,8/4/2014 4:56:26 PM,00:24:51,BIOMARKHD227
Application Version,4.1.2
Application Build,20140110.1735
Export Type,Table Results
Quality Threshold,0.4
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,User
Chamber,Sample,Sample,Sample,FAM-MGB,FAM-MGB,Ct,Ct,Ct,Ct,Defined
ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold,Comments
S035-A52,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,LOX,Test,999,0,Fail,0.00740197595583316,
S035-A51,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,JARID2,Test,14.6533048904824,1,Pass,0.00740197595583316,
S035-A50,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,KDM5A,Test,19.1127291348734,0.976329282583889,Pass,0.00740197595583316,
S035-A49,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,DNMT3B,Test,999,0,Fail,0.00740197595583316,
S035-A60,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,PTPN6,Test,999,0,Fail,0.00740197595583316,
S035-A59,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,TCF3,Test,21.345067221049,0.923154187558065,Pass,0.00740197595583316,
S035-A58,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,NR0B1(DAX1),Test,999,0,Fail,0.00740197595583316,
S035-A57,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,SALL1,Test,17.1873056611141,1,Pass,0.00740197595583316,
S035-A56,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,DPPA2,Test,999,0,Fail,0.00740197595583316,
S035-A55,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,Gata6,Test,999,0,Fail,0.00740197595583316,
S035-A66,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,SMAD4,Test,999,0,Fail,0.00740197595583316,
S035-A65,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,SOX13,Test,16.2793018146982,1,Pass,0.00740197595583316,
S035-A64,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,LUM,Test,999,0,Fail,0.00740197595583316,
S035-A63,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,HDAC2,Test,18.5580185790057,0.954400473997036,Pass,0.00740197595583316,
S035-A62,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,SETD1A,Test,15.4262202958303,1,Pass,0.00740197595583316,
S035-A61,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,USP16,Test,18.7406193236727,0.877514899496015,Pass,0.00740197595583316,
S035-A72,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,CCR7,Test,999,0,Fail,0.00740197595583316,
S035-A71,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,HESX1,Test,999,0,Fail,0.00740197595583316,
S035-A70,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,REST,Test,999,0,Fail,0.00740197595583316,
S035-A69,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,SALL4,Test,17.0022268854967,0.956841874289955,Pass,0.00740197595583316,
S035-A68,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,GAL,Test,999,0,Fail,0.00740197595583316,
S035-A67,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,SEMA6A,Test,999,0,Fail,0.00740197595583316,
S035-A78,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,DVL2,Test,22.8241098059927,0.897493179306575,Pass,0.00740197595583316,
S035-A77,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,TCL1A,Test,999,0,Fail,0.00740197595583316,
S035-A76,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,GREM1,Test,999,0,Fail,0.00740197595583316,
S035-A75,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,COL3A1,Test,14.3076377596739,1,Pass,0.00740197595583316,
S035-A74,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,JMJD2B,Test,999,0,Fail,0.00740197595583316,
S035-A73,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,PRDM14,Test,999,0,Fail,0.00740197595583316,
S035-A84,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,STEMCCA-P2A,Test,15.8566101859857,1,Pass,0.00740197595583316,
S035-A83,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,CCND1,Test,15.7316772080137,1,Pass,0.00740197595583316,
S035-A82,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,OTX2,Test,999,0,Fail,0.00740197595583316,
S035-A81,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,STAT3,Test,16.7786571627558,1,Pass,0.00740197595583316,
S035-A80,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,LRRN1,Test,999,0,Fail,0.00740197595583316,
S035-A79,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,APOE,Test,19.2567623972496,1,Pass,0.00740197595583316,
S035-A90,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,KDR,Test,999,0,Fail,0.00740197595583316,
S035-A89,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,MASP1,Test,16.3805434199565,0.987617070341664,Pass,0.00740197595583316,
S035-A88,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,Eomes,Test,999,0,Fail,0.00740197595583316,
S035-A87,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,TDGF1,Test,999,0,Fail,0.00740197595583316,
S035-A86,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,KAT7 (Myst),Test,17.5517241022824,0.83339235054201,Pass,0.00740197595583316,
S035-A85,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,TET2,Test,999,0,Fail,0.00740197595583316,
S035-A96,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,GAPDH,Test,14.680953414112,1,Pass,0.00740197595583316,
S035-A95,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,POU5F1,Test,999,0,Fail,0.00740197595583316,
S035-A94,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,LIN28A,Test,999,0,Fail,0.00740197595583316,
S035-A93,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,ZIC3,Test,999,0,Fail,0.00740197595583316,
S035-A92,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,NANOG,Test,999,0,Fail,0.00740197595583316,
S035-A91,MONO D4 SSEA4+ Tra1-60- 19,Unknown,1,GDF3,Test,999,0,Fail,0.00740197595583316,
S064-A01,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,TET1,Test,999,0,Fail,0.00740197595583316,
S064-A02,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,PHC1,Test,999,0,Fail,0.00740197595583316,
S064-A03,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,MBD3,Test,999,0,Fail,0.00740197595583316,
S064-A04,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,SNAI2,Test,15.1151646440976,1,Pass,0.00740197595583316,
S064-A05,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,FOXD1,Test,11.278951280089,1,Pass,0.00740197595583316,
S064-A06,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,FOSB,Test,999,0,Fail,0.00740197595583316,
S064-A07,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,CD44,Test,9.15726820941407,1,Pass,0.00740197595583316,
S064-A08,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,GABRB3,Test,999,0,Fail,0.00740197595583316,
S064-A09,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,SOX2,Test,999,0,Fail,0.00740197595583316,
S064-A10,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,ZNF281,Test,16.958921512396,1,Pass,0.00740197595583316,
S064-A11,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,SP1,Test,16.5276375894648,0.985712408339818,Pass,0.00740197595583316,
S064-A12,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,LEFTY1,Test,999,0,Fail,0.00740197595583316,
S064-A13,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,SET,Test,16.8267082751356,1,Pass,0.00740197595583316,
S064-A14,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,CBX7,Test,999,0,Fail,0.00740197595583316,
S064-A15,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,UTF1,Test,999,0,Fail,0.00740197595583316,
S064-A16,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,CDH2 (NCAD),Test,13.589087821628,1,Pass,0.00740197595583316,
S064-A17,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,HNF4A,Test,999,0,Fail,0.00740197595583316,
S064-A18,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,TGFBR2,Test,13.5089647464037,1,Pass,0.00740197595583316,
S064-A19,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,DUSP10,Test,999,0,Fail,0.00740197595583316,
S064-A20,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,ESRRB,Test,999,0,Fail,0.00740197595583316,
S064-A21,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,MYC,Test,20.51504810603,0.480173556158601,Pass,0.00740197595583316,
S064-A22,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,ZFP42 (REX1),Test,999,0,Fail,0.00740197595583316,
S064-A23,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,TRIM28,Test,14.9635202452049,1,Pass,0.00740197595583316,
S064-A24,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,CD48,Test,999,0,Fail,0.00740197595583316,
S064-A25,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,CDKN1A,Test,13.5505836341002,0.988709303204435,Pass,0.00740197595583316,
S064-A26,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,JMJD3,Test,999,0,Fail,0.00740197595583316,
S064-A27,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,RNF2,Test,14.1772857256469,1,Pass,0.00740197595583316,
S064-A28,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,LATS2,Test,15.0923030487598,0.864674479077194,Pass,0.00740197595583316,
S064-A29,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,T,Test,999,0,Fail,0.00740197595583316,
S064-A30,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,FGF2,Test,17.3993588188944,0.987886250159983,Pass,0.00740197595583316,
S064-A31,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,LCK,Test,999,0,Fail,0.00740197595583316,
S064-A32,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,KLF5,Test,999,0,Fail,0.00740197595583316,
S064-A33,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,KLF4,Test,999,0,Fail,0.00740197595583316,
S064-A34,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,NACC1,Test,15.7644846505653,1,Pass,0.00740197595583316,
S064-A35,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,FBXO15,Test,999,0,Fail,0.00740197595583316,
S064-A36,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,CD4,Test,999,0,Fail,0.00740197595583316,
S064-A37,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,DNMT3L,Test,999,0,Fail,0.00740197595583316,
S064-A38,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,EZH2,Test,999,0,Fail,0.00740197595583316,
S064-A39,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,EED,Test,999,0,Fail,0.00740197595583316,
S064-A40,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,SMARCC2,Test,13.9885995292195,0.850326225735145,Pass,0.00740197595583316,
S064-A41,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,MyoD1,Test,999,0,Fail,0.00740197595583316,
S064-A42,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,NODAL,Test,999,0,Fail,0.00740197595583316,
S064-A43,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,CDH1,Test,15.1507536860052,0.992415706465332,Pass,0.00740197595583316,
S064-A44,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,DPPA4,Test,999,0,Fail,0.00740197595583316,
S064-A45,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,LEFTY2,Test,999,0,Fail,0.00740197595583316,
S064-A46,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,RIF1,Test,999,0,Fail,0.00740197595583316,
S064-A47,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,ETV5,Test,16.5819545758961,0.824799309705204,Pass,0.00740197595583316,
S064-A48,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,CD3D,Test,999,0,Fail,0.00740197595583316,
S064-A54,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,Wnt3,Test,999,0,Fail,0.00740197595583316,
S064-A53,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,Sox1,Test,999,0,Fail,0.00740197595583316,
S064-A52,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,LOX,Test,9.89271268711689,1,Pass,0.00740197595583316,
S064-A51,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,JARID2,Test,14.1378496579455,1,Pass,0.00740197595583316,
S064-A50,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,KDM5A,Test,16.9120092294938,1,Pass,0.00740197595583316,
S064-A49,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,DNMT3B,Test,999,0,Fail,0.00740197595583316,
S064-A60,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,PTPN6,Test,999,0,Fail,0.00740197595583316,
S064-A59,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,TCF3,Test,19.6320381176619,0.892728770943361,Pass,0.00740197595583316,
S064-A58,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,NR0B1(DAX1),Test,999,0,Fail,0.00740197595583316,
S064-A57,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,SALL1,Test,17.5183456795125,1,Pass,0.00740197595583316,
S064-A56,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,DPPA2,Test,999,0,Fail,0.00740197595583316,
S064-A55,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,Gata6,Test,999,0,Fail,0.00740197595583316,
S064-A66,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,SMAD4,Test,15.2650611249564,1,Pass,0.00740197595583316,
S064-A65,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,SOX13,Test,999,0,Fail,0.00740197595583316,
S064-A64,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,LUM,Test,16.5954966212103,0.915090677699814,Pass,0.00740197595583316,
S064-A63,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,HDAC2,Test,17.280574471946,0.849008636642278,Pass,0.00740197595583316,
S064-A62,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,SETD1A,Test,15.9972539876822,1,Pass,0.00740197595583316,
S064-A61,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,USP16,Test,15.5475719899589,0.876516493222552,Pass,0.00740197595583316,
S064-A72,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,CCR7,Test,999,0,Fail,0.00740197595583316,
S064-A71,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,HESX1,Test,999,0,Fail,0.00740197595583316,
S064-A70,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,REST,Test,999,0,Fail,0.00740197595583316,
S064-A69,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,SALL4,Test,999,0,Fail,0.00740197595583316,
S064-A68,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,GAL,Test,999,0,Fail,0.00740197595583316,
S064-A67,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,SEMA6A,Test,999,0,Fail,0.00740197595583316,
S064-A78,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,DVL2,Test,17.457872944788,0.93712782458272,Pass,0.00740197595583316,
S064-A77,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,TCL1A,Test,999,0,Fail,0.00740197595583316,
S064-A76,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,GREM1,Test,18.2196239664455,0.958554950713732,Pass,0.00740197595583316,
S064-A75,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,COL3A1,Test,5.92848675364884,1,Pass,0.00740197595583316,
S064-A74,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,JMJD2B,Test,999,0,Fail,0.00740197595583316,
S064-A73,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,PRDM14,Test,999,0,Fail,0.00740197595583316,
S064-A84,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,STEMCCA-P2A,Test,13.3609088736863,1,Pass,0.00740197595583316,
S064-A83,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,CCND1,Test,11.2422412285944,0.959292370262635,Pass,0.00740197595583316,
S064-A82,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,OTX2,Test,999,0,Fail,0.00740197595583316,
S064-A81,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,STAT3,Test,15.6167510904411,1,Pass,0.00740197595583316,
S064-A80,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,LRRN1,Test,999,0,Fail,0.00740197595583316,
S064-A79,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,APOE,Test,999,0,Fail,0.00740197595583316,
S064-A90,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,KDR,Test,999,0,Fail,0.00740197595583316,
S064-A89,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,MASP1,Test,999,0,Fail,0.00740197595583316,
S064-A88,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,Eomes,Test,999,0,Fail,0.00740197595583316,
S064-A87,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,TDGF1,Test,999,0,Fail,0.00740197595583316,
S064-A86,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,KAT7 (Myst),Test,15.2523199780436,0.777129168406378,Pass,0.00740197595583316,
S064-A85,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,TET2,Test,14.961494978496,1,Pass,0.00740197595583316,
S064-A96,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,GAPDH,Test,11.4017554967119,1,Pass,0.00740197595583316,
S064-A95,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,POU5F1,Test,999,0,Fail,0.00740197595583316,
S064-A94,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,LIN28A,Test,999,0,Fail,0.00740197595583316,
S064-A93,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,ZIC3,Test,20.7207181719785,0.552773154736705,Pass,0.00740197595583316,
S064-A92,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,NANOG,Test,999,0,Fail,0.00740197595583316,
S064-A91,MONO D7 SSEA4+ Tra1-60- 14,Unknown,1,GDF3,Test,999,0,Fail,0.00740197595583316,
S034-A01,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,TET1,Test,999,0,Fail,0.00740197595583316,
S034-A02,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,PHC1,Test,999,0,Fail,0.00740197595583316,
S034-A03,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,MBD3,Test,999,0,Fail,0.00740197595583316,
S034-A04,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,SNAI2,Test,999,0,Fail,0.00740197595583316,
S034-A05,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,FOXD1,Test,22.9309589642167,1,Pass,0.00740197595583316,
S034-A06,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,FOSB,Test,999,0,Fail,0.00740197595583316,
S034-A07,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,CD44,Test,999,0,Fail,0.00740197595583316,
S034-A08,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,GABRB3,Test,23.4202812144823,0.836892581313392,Pass,0.00740197595583316,
S034-A09,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,SOX2,Test,999,0,Fail,0.00740197595583316,
S034-A10,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,ZNF281,Test,999,0,Fail,0.00740197595583316,
S034-A11,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,SP1,Test,22.7218014696799,0.97386963739096,Pass,0.00740197595583316,
S034-A12,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,LEFTY1,Test,999,0,Fail,0.00740197595583316,
S034-A13,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,SET,Test,21.9938765300079,1,Pass,0.00740197595583316,
S034-A14,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,CBX7,Test,999,0,Fail,0.00740197595583316,
S034-A15,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,UTF1,Test,999,0,Fail,0.00740197595583316,
S034-A16,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,CDH2 (NCAD),Test,23.9205305088951,1,Pass,0.00740197595583316,
S034-A17,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,HNF4A,Test,999,0,Fail,0.00740197595583316,
S034-A18,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,TGFBR2,Test,999,0,Fail,0.00740197595583316,
S034-A19,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,DUSP10,Test,999,0,Fail,0.00740197595583316,
S034-A20,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,ESRRB,Test,999,0,Fail,0.00740197595583316,
S034-A21,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,MYC,Test,24.9233894431912,0.610542821957545,Pass,0.00740197595583316,
S034-A22,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,ZFP42 (REX1),Test,999,0,Fail,0.00740197595583316,
S034-A23,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,TRIM28,Test,23.6270668728024,1,Pass,0.00740197595583316,
S034-A24,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,CD48,Test,999,0,Fail,0.00740197595583316,
S034-A25,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,CDKN1A,Test,21.8110055364302,0.993978435118159,Pass,0.00740197595583316,
S034-A26,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,JMJD3,Test,21.3734577435421,0.980303111093414,Pass,0.00740197595583316,
S034-A27,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,RNF2,Test,999,0,Fail,0.00740197595583316,
S034-A28,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,LATS2,Test,25.6341071016274,0.984732226638929,Pass,0.00740197595583316,
S034-A29,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,T,Test,999,0,Fail,0.00740197595583316,
S034-A30,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,FGF2,Test,999,0,Fail,0.00740197595583316,
S034-A31,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,LCK,Test,999,0,Fail,0.00740197595583316,
S034-A32,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,KLF5,Test,24.526734193289,0.994073949984761,Pass,0.00740197595583316,
S034-A33,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,KLF4,Test,999,0,Fail,0.00740197595583316,
S034-A34,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,NACC1,Test,22.9955104925218,0.93650149851162,Pass,0.00740197595583316,
S034-A35,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,FBXO15,Test,999,0,Fail,0.00740197595583316,
S034-A36,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,CD4,Test,999,0,Fail,0.00740197595583316,
S034-A37,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,DNMT3L,Test,999,0,Fail,0.00740197595583316,
S034-A38,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,EZH2,Test,999,0,Fail,0.00740197595583316,
S034-A39,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,EED,Test,999,0,Fail,0.00740197595583316,
S034-A40,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,SMARCC2,Test,21.2593386340225,0.726876383760871,Pass,0.00740197595583316,
S034-A41,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,MyoD1,Test,999,0,Fail,0.00740197595583316,
S034-A42,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,NODAL,Test,999,0,Fail,0.00740197595583316,
S034-A43,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,CDH1,Test,21.9426270430892,0.978477535610745,Pass,0.00740197595583316,
S034-A44,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,DPPA4,Test,999,0,Fail,0.00740197595583316,
S034-A45,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,LEFTY2,Test,999,0,Fail,0.00740197595583316,
S034-A46,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,RIF1,Test,23.951724986293,1,Pass,0.00740197595583316,
S034-A47,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,ETV5,Test,999,0,Fail,0.00740197595583316,
S034-A48,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,CD3D,Test,999,0,Fail,0.00740197595583316,
S034-A54,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,Wnt3,Test,999,0,Fail,0.00740197595583316,
S034-A53,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,Sox1,Test,999,0,Fail,0.00740197595583316,
S034-A52,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,LOX,Test,25.2919547272519,1,Pass,0.00740197595583316,
S034-A51,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,JARID2,Test,21.8909249439233,1,Pass,0.00740197595583316,
S034-A50,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,KDM5A,Test,24.7409486390249,1,Pass,0.00740197595583316,
S034-A49,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,DNMT3B,Test,999,0,Fail,0.00740197595583316,
S034-A60,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,PTPN6,Test,999,0,Fail,0.00740197595583316,
S034-A59,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,TCF3,Test,999,0,Fail,0.00740197595583316,
S034-A58,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,NR0B1(DAX1),Test,999,0,Fail,0.00740197595583316,
S034-A57,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,SALL1,Test,20.8011223616287,1,Pass,0.00740197595583316,
S034-A56,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,DPPA2,Test,999,0,Fail,0.00740197595583316,
S034-A55,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,Gata6,Test,999,0,Fail,0.00740197595583316,
S034-A66,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,SMAD4,Test,999,0,Fail,0.00740197595583316,
S034-A65,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,SOX13,Test,24.3983075801334,1,Pass,0.00740197595583316,
S034-A64,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,LUM,Test,999,0,Fail,0.00740197595583316,
S034-A63,MONO D21 SSEA4+ Tra1-60- 13,Unknown,1,HDAC2,Test,22.7094480084196,0.822325704391745,Pass,0.00740197595583316,
